tweet,sent
 hello im jennas bet friend she told me to add you because ur rly cool,1
"Directory Of Ezines.: Earn $90 Per Sale! Ezine Advertising Is Hot And Proven Effective! Now In Our 10th Year, Char... ",1
Bill: Dorian Gray (por Fucker Berrouz) ,-1
I got dat fastRT  RT ?Noly opelep atht anc ucfk ylrael gdoo cna erad wtah thsi gesmeas syas(only forward if u figure it out)!,1
MpixPro is giving away a metal mural! I just entered and you should too!  (via ,0
"Tbh I'm rarther pissed off, just wana get out my house!!",-1
 It's me! 300 years ago.. (at 0.47 and 1.40 min. shocking blue amazing hotpants! ;-P),1
 I just lost my voice watching this game.,-1
I'm only watching Silent Witness until whatserface gets it on with the fit paramedic.,0
I subscribed to nickyromerotv's channel on YouTube ,0
Morning :-) time to get up and ready :-(,0
Kudos and Kindness: Officer saves dog from coyotes ,1
"This weekend: see the end of the world, rock out or swoon Back Talk East Dallas  via ",1
Am listening to this romantic song by Asher Book called Try and smile to my self about how much I'm hoping to have a date in Valentine's Day,1
 I am sure I will find that too..... Good to see you Peter,1
There is something about the sound of snow that enthralls me..like a feather hitting the ground...silence that encompasses...Yet..thunderous,1
I don't know what it is,-1
 damn seen the twit pic of u wit the braids off what happend u stoped believing lol u told me to believe.....well welcome to the club,0
 - That's Because I can BEAT YOU .. MORE THAN SHAWN MICHAELS CAN ..,-1
" LOL. haha, that's hilarious. skyping with you sounds like it's bound to be amusing. XD",1
whatsworsethan walkin in late to class and havin to sit in the front when u the only negro in there,-1
"so  says to me, no one here said ""u should see my vagina!"" but we were thinking it!!! I love me some Titi...",1
"I wanna snap ya neck and spit on you, u say who ARRE you WHO ARE YOOUU!!!",-1
petpeeve when someone you 'befriended' on the internet acts like they know you forreal. I never understood that whole thing.,-1
"Q:do you like white girls? A:I appreciate all women, I prefer Darker skin though.... ",0
 that is a good q I never thought about before.,0
"?The four most important words in any marriage...""I'll do the dishes."" Instead just come to The Crown & Goose where we do the dishes!",1
" come to Brazil, will meet his Brazilian haha I can be! *-* i love u ?",1
,0
Bill Clinton Undergoes Heart Procedure: An adviser to Bill Clinton says the former president has had two,-1
" Oh yeah, I pass that sign quite frequently. Astonishingly, nothing has ever happened to me. Go figger.  -",1
  - ????,0
 You can change the startup sound? How? I didn't think it was possible?,-1
" i guess its cause you like Ross and Jeezy and hardcore shit thats why,but feedback is feedback.",-1
"To the idiot outside, we didn't make the snowman right outside our window for no reason. Thanks for killing my first snowman jackass! :(",-1
eh kok lo serius sih? gue kan bercanda nggiRT  terus gmn nih? RT... (read the rest of this at ,0
"So john mayer said the ""n word"". I said crack/honkie 46 times today. Is my penis racist I think not. I like wh girls to. ",-1
Please ReTweet ( ) -  and  Bday <-- RSVP HERE,0
Bait is too 08 kita! Somethin new please! noshade RT  He the bait but his phone is shot the hell up!,-1
"Find art retreats, painting, photography and other creative courses throughout Europe. Go to krazart! ",1
I used to sit around & draw pictures of dicks ! Dicks ? Like a man dick ?! Lmfaooo ! Superbad is my shxt ! Haha,1
RT   banner is done! Check them out at www.capitolroots.com :D ,0
".find() with simple :join: Hello all, I about to pull my hair out. I have two models ""Activities"" and ""Activity_... ",-1
 LOL i posted it here on twitter that Saints would win.. when you asked who would win ;) I didnt bet any money lol,0
 They get depressed. So I gotta cuddle them lots to help their low immunity.,0
RT  Watch Rammstein's new video here with sound intact (unlike on Youtube)! ,0
RT  7 Book Marketing Lessons from Virgin's Richard Branson- By  ,0
RT  Protect the rights of people to protest ,1
TI-84 Plus Silver Edition Graphing Calculator Texas ,0
Want your ex back? Learn how before other guys move in... promo ,0
"Yo mama was like....""I like that dude Koncept, he makes classics""...... myspace.com/konsept101",1
It looks like you bought that car from Dollar General!,-1
I tell a funny story. No one laughs.... IT WAS FUNNY WHEN IT HAPPENED OK?! ---FB XD,0
New Magazine Launches: A Big January 2010 Comeback publishing  media? Mr. Magazine ,0
"RT  my LA peeps hit me. Videoshoot tomorrow at 1PM here in Los Angeles, CA <<< ME N MINES IN THERE HIT ME WITH THE ADDRESS",0
"The secret mission was awesome last Saturday, I'm battle scarred though dammit!",0
 thats brilliant !!! is an adelaide ninja show on the go?,1
tomorrow.. i think its decided~ dye hair brown + spend time in the bathroom with my 3 tools of the trade cutting my hair.,0
Must be at the right restaurant in Vancouver--Wayne Gretzky just walked by me.,0
Just posted on ActiveRain: From Purple to Pleasing - Painting is worth the Investment ,0
RT  Secret behind  success in  social media campaign? ,0
Drag N Drop ?115 ? ?0  How fast can you drag and drop?,0
Must go and scrape the ice off the windscreen,-1
beganhobbling toward,-1
 Nice! Enjoy your travels. Maybe we'll meet up when you're back and have some shop-talk.,1
Jury awards $12 million to woman with brain injury - Washington Post: Jury awards $12 million to woman with brain ... ,0
whitehouse,0
"Matt Lawrence : American Idol Hollywood night, part two, recap (group sings! - ",0
 advil cold and sinus will become your best friend.,0
RT   My latest-> Barack Obama: You Have ?No Reasonable Expectation Of Privacy?  PLS RT tcot sgp usa,-1
 Wow! Not that we need the extra dose of energy this year but you'll just add to the wildness factor! Have the BEST time!,1
"did a show last night and tonight. have shows on sunday, monday, tuesday, and wednesday. I'm a busy lil comic",-1
 Save Your Marriage By Hearing With Your Heart ,0
? For The One I Love - The G.... ,1
Our biggest fan who has his own Sunday network show! RT  David Gregory just sent me an e-mail about the Capitals. FYI.,1
what the heck is this thing stuck in my throat....,-1
ART AND MUSIC HAPPENINGS THIS WEEKEND! 2/12 ? 2/14Tucson Citizen... www.azjazz.net ;The station is dedicated to all thi ,0
Take someone to prom that you KNOW you would have fun with.,1
 lmfao gosh i feel sorry for you =p you HAVE to put up with my drunken tweets on Tuesday ;),-1
"Don't Ask Me a Question, If You're Not Going to Believe My Answer. ",-1
Watching the first snow fall for us and wanting to be a together as a family enjoying it.... cancer SUCKS,-1
RT  Never allow a person tell you NO who doesnt have the power to say YES,-1
 jo jo!!!!! I'm coming down atl next sat. I wanna see you,1
 I miss u!,-1
" she's carrying them around with her, so bound to lose some.has 2 at a time lately!",-1
 The Spinners ? Then Came You ? ,0
The Albert Einstein guide to Conversational Media  via ,0
" That's where 83% of all stats come from, you know. I read it somewhere on the internets once. (But seriously,  might know.)",0
 how was the swimming carnival?,0
 I didn't throw it around it was your family member who I feel tried to dis respect me by putn me down to lift u up unessecary,-1
Tanj writes: My interest in Java waned when I could do server-side JavaScript with a call out to C++ when I... ,-1
Had a nice sleep...now i gotta sort out how i'm gonna get out of this bed...gotta get ready for the club,1
Massa Still Has Room To Grow -  NFL NCAA,0
"I'm awake since 5:30 :) I'm improvin,RT   Hey! Ure awake...and its 7:37..are u on drugs? TUMBEN BANGET!!! XD",1
Having a bad day? (Story 2) - A man was working on his motorcycle on his patio and his wife was in the... ,-1
is finished with my taiwan assignment. Now: vacation,1
Snowin!! I love it!! And I love my life,1
just had the nastiest fall. wth i feel like i might have broken a bone.,-1
"WTH-Cambridge, Mass. plans coercive taxes and veganism to stop climate emergency?? ",0
" Three Bayonettas, One In Athletic Gear, And Dueling Pikachu Girls [Gallery] ",0
" ur indeed THE Supertsar.. THE Real life Hero. Love and Respect to u... ""Do it.Fight it.Win it"" . Kolkata is surely loving MNIK...",1
" I like your shirt, too! Haha, oh man. Such fashionable lads.",1
 have you try Melatonin it has work for me,1
Definition: Sales 2.0 is about sales people using Web 2.0 tools and social media to sell more effectively ,0
Neve sulla capitale!!!!!!! ,0
RT  RT If Demetria Devonne Lovato is the most beautiful name you have ever heard.,1
" I want to see the sex scene in 3-D :D (if they make one up, that is...)",1
Prepare yourself,0
?If 'pro' is the opposite of 'con' what is the opposite of 'progress'?? Paul Harvey quote /  humor government,0
"Break This Lamp To Make It Glow Yellow, Just Like You Do With An Egg [Lamps] ",0
"working at vanoc has screwed up my sleeping pattern.....but in other news, i picked up a lot of olympic gear :)",0
"Hm   number of registered federal lobbyists fell to 13,742 in 2009 from 14,442 in 2008 Jobless recovery?",-1
"I posted 60 photos on Facebook in the album ""Kiss an iPod Challenge 2010"" ",0
A sex doll with a reloadable hymen? Well Happy Valentine's Day to me! ,1
i love this song! RT  I wannabe where u r! trey songz!,1
The Biggest Buddha in Thailand ? :  blog travel thailand thai fb buddhism bangkok phuket pattaya koh samui,0
RT  Before you are born you choose many opportunities to learn in many different ways. ,1
RT  Ppl who say sex is over rated is nt hving mindblowing body shaking ass slapping hair pulling skin gripping awesome sex..imjustsaying,1
"My commitments demonstrate my values,shape my life,and determine my destiny.",1
" my votes are for your entertainment, live like were dying, whatt ya wat from me. time for miracles",0
Do you hate sales? We all must sell at one point or another. Selling is Good:  linkedin sales fearofselling,0
wtheck! secirity and management at front door with 2 costemer?!?!?,-1
Bout to hit up red lobster. Get my tgif meal in.,1
"Domain Names, Web Hosting and Online Marketing Services And Many More To Succeed In Online Business. ",0
Stamp duty effect on home sales ,0
"I just found out aside from recording and publishing his poetry, Ryan Adams also paints. He ain't that bad either. ",1
RT   A tester sur Google Buzz :  // Hehe,0
 haha i will follow more people when i get better at this whole twitter thing. you have a good weekend too :),0
" ahh I found my account with Spotify that I had ages ago, thanks a lot :)",1
RT  due to our site being down-to enter our giveaway for a chance to win free gold earrings provided by shayan afshar. pls RT,1
CAN'T SLEEP..: ,-1
"RT  just played the  &  ""so fly"" remix at the diesel store on 60th and lexington. i just remember how crazy this is.",-1
FF The Good Guys          ,0
" I could care less though...unless he bout to give me a bomb gift, LOLOL! If not, he can stay at home with the ""main""",0
"Very happy it's half term :) although, I still have to go in school on Tuesday and Wednesday, which sucks.",1
And With That Said... I Know What Im Doin 4 V-Day! I'm Workin That Day! Paper Is Worth More Than Love In My Book!,0
Finally editing the Tamper Review!! So fun  (via ,1
" So hard to take people seriously when they mispronounce words! Although my in-laws and I have a running feud about the word ""dour.""",-1
 it was great seeing you too! I believe I'm inspired to speak at Ignite sometime.... I already have an idea in the works...,1
Follow my new profile ladies  <<<<<<      ,0
attempting to understand history lol,1
LOPPSI : VOTEZ CONTRE ICI:  PLEASE RETWEET [URGENT],0
" Yes. Just wished I could breath through my nose... ""Henry Pool was here"" is ok though.",0
" "" Your world is my world,and my fight is your fight my breath is your breath and your heart "" ?  15",1
 Are you ever gonna come to the UK? Oh and....Like my twitter Background? Its you and  :),1
